Index,Locus tag,Ra,Ra_UNIPROT,#Name,Accession,Start,Stop,Strand,GeneID,Locus,Protein product,Length,Protein Name
184,Rv0180c,mra:MRA_0188,A5TYQ5,chromosome,NC_000962.3,210892,212250,-,886792,,NP_214694.1,452,transmembrane protein
185,Rv0181c,mra:MRA_0189,A5TYQ6,chromosome,NC_000962.3,212277,213011,-,886788,,NP_214695.1,244,hypothetical protein Rv0181c
186,Rv0182c,mra:MRA_0190,A5TYQ7,chromosome,NC_000962.3,213028,214140,-,886786,sigG,NP_214696.1,370,ECF RNA polymerase sigma factor SigG
187,Rv0183,mra:MRA_0191,A5TYQ8,chromosome,NC_000962.3,214088,214927,+,886785,,NP_214697.2,279,lysophospholipase
188,Rv0184,mra:MRA_0192,A5TYQ9,chromosome,NC_000962.3,214969,215718,+,886806,,NP_214698.1,249,hypothetical protein Rv0184
189,Rv0185,mra:MRA_0193,A5TYR0,chromosome,NC_000962.3,215715,216224,+,886782,,NP_214699.1,169,hypothetical protein Rv0185
190,Rv0186,mra:MRA_0194,A5TYR1,chromosome,NC_000962.3,216269,218344,+,886780,bglS,NP_214700.1,691,beta-glucosidase BglS
191,Rv0186A,,,chromosome,NC_000962.3,218390,218551,-,14515880,mymT,YP_004837046.2,53,metallothionein
192,Rv0187,mra:MRA_0195,A5TYR2,chromosome,NC_000962.3,218705,219367,+,886779,,NP_214701.1,220,O-methyltransferase
193,Rv0188,mra:MRA_0196,A5TYR3,chromosome,NC_000962.3,219486,219917,+,886776,,NP_214702.1,143,transmembrane protein
194,Rv0189c,mra:MRA_0197,A5TYR4,chromosome,NC_000962.3,219996,221723,-,886774,ilvD,NP_214703.1,575,dihydroxy-acid dehydratase
195,Rv0190,mra:MRA_0198,A5TYR5,chromosome,NC_000962.3,221871,222161,+,886772,,NP_214704.1,96,hypothetical protein Rv0190
196,Rv0191,mra:MRA_0199,A5TYR6,chromosome,NC_000962.3,222289,223530,+,886770,,NP_214705.1,413,MFS-type transporter
197,Rv0192,mra:MRA_0200,A5TYR7,chromosome,NC_000962.3,223564,224664,+,886768,,NP_214706.1,366,hypothetical protein Rv0192
198,Rv0193c,mra:MRA_0201,A5TYR8,chromosome,NC_000962.3,224724,226571,-,886764,,NP_214707.1,615,hypothetical protein Rv0193c
199,Rv0194,mra:MRA_0202,A5TYR9,chromosome,NC_000962.3,226878,230462,+,886790,,NP_214708.1,1194,multidrug ABC transporter ATPase/permease
200,Rv0195,mra:MRA_0203,A5TYS0,chromosome,NC_000962.3,230899,231534,+,886762,,NP_214709.1,211,two component transcriptional regulator
201,Rv0196,mra:MRA_0204,A5TYS1,chromosome,NC_000962.3,231647,232231,+,886760,,NP_214710.1,194,HTH-type transcriptional regulator
202,Rv0197,mra:MRA_0205,A5TYS2,chromosome,NC_000962.3,232231,234519,+,886758,,NP_214711.1,762,oxidoreductase
203,Rv0198c,mra:MRA_0206,A5TYS3,chromosome,NC_000962.3,234516,236507,-,886755,zmp1,NP_214712.1,663,zinc metalloprotease
204,Rv0199,mra:MRA_0207,A5TYS4,chromosome,NC_000962.3,236550,237209,+,886753,,NP_214713.1,219,membrane protein
205,Rv0200,mra:MRA_0208,A5TYS5,chromosome,NC_000962.3,237206,237895,+,886803,,NP_214714.1,229,transmembrane protein
206,Rv0201c,mra:MRA_0209,A5TYS6,chromosome,NC_000962.3,237892,238395,-,886756,,NP_214715.1,167,hypothetical protein Rv0201c
207,Rv0202c,mra:MRA_0210,A5TYS7,chromosome,NC_000962.3,238392,241292,-,886750,mmpL11,NP_214716.1,966,transmembrane transport protein MmpL11
208,Rv0203,mra:MRA_0211,A5TYS8,chromosome,NC_000962.3,241514,241924,+,886748,,NP_214717.1,136,hypothetical protein Rv0203
209,Rv0204c,mra:MRA_0212,A5TYS9,chromosome,NC_000962.3,241976,243214,-,886747,,NP_214718.2,412,transmembrane protein
210,Rv0205,mra:MRA_0213,A5TYT0,chromosome,NC_000962.3,243384,244487,+,886766,,NP_214719.1,367,transmembrane protein
211,Rv0206c,mra:MRA_0214,A5TYT1,chromosome,NC_000962.3,244484,247318,-,886752,mmpL3,NP_214720.1,944,transmembrane transport protein MmpL3
212,Rv0207c,mra:MRA_0215,A5TYT2,chromosome,NC_000962.3,247384,248112,-,886742,,NP_214721.1,242,hypothetical protein Rv0207c
213,Rv0208c,mra:MRA_0216,A5TYT3,chromosome,NC_000962.3,248115,248906,-,886740,,NP_214722.1,263,tRNA (guanine-N(7)-)-methyltransferase
214,Rv0209,mra:MRA_0217,A5TYT4,chromosome,NC_000962.3,249038,250123,+,886739,,NP_214723.1,361,hypothetical protein Rv0209
215,Rv0210,mra:MRA_0218,A5TYT5,chromosome,NC_000962.3,250120,251598,+,886735,,NP_214724.1,492,hypothetical protein Rv0210
216,Rv0211,mra:MRA_0219,A5TYT6,chromosome,NC_000962.3,251782,253602,+,886744,pckA,NP_214725.1,606,phosphoenolpyruvate carboxykinase
217,Rv0212c,mra:MRA_0220,A5TYT7,chromosome,NC_000962.3,253669,254640,-,886734,nadR,NP_214726.1,323,transcriptional regulator NadR
218,Rv0213c,mra:MRA_0221,A5TYT8,chromosome,NC_000962.3,254637,255950,-,886746,,NP_214727.1,437,methyltransferase
219,Rv0214,mra:MRA_0222,A5TYT9,chromosome,NC_000962.3,256064,257677,+,886737,fadD4,NP_214728.1,537,fatty-acid--CoA ligase FadD4
220,Rv0216,mra:MRA_0224,A5TYU1,chromosome,NC_000962.3,258913,259926,+,886729,,NP_214730.1,337,hydratase
221,Rv0217c,mra:MRA_0225,A5TYU2,chromosome,NC_000962.3,259923,260831,-,886726,lipW,NP_214731.1,302,esterase LipW
222,Rv0218,mra:MRA_0226,A5TYU3,chromosome,NC_000962.3,260924,262252,+,886727,,NP_214732.1,442,transmembrane protein
223,Rv0219,mra:MRA_0227,A5TYU4,chromosome,NC_000962.3,262254,262802,+,886725,,NP_214733.1,182,transmembrane protein
224,Rv0220,mra:MRA_0228,A5TYU5,chromosome,NC_000962.3,262812,264023,+,886722,lipC,NP_214734.1,403,esterase LipC
225,Rv0221,mra:MRA_0229,A5TYU6,chromosome,NC_000962.3,264067,265476,+,886719,,NP_214735.1,469,diacyglycerol O-acyltransferase
226,Rv0222,mra:MRA_0230,A5TYU7,chromosome,NC_000962.3,265507,266295,+,886723,echA1,NP_214736.1,262,enoyl-CoA hydratase EchA1
227,Rv0223c,mra:MRA_0231,A5TYU8,chromosome,NC_000962.3,266301,267764,-,886718,,NP_214737.1,487,aldehyde dehydrogenase
228,Rv0224c,mra:MRA_0232,A5TYU9,chromosome,NC_000962.3,267863,268627,-,886715,,NP_214738.1,254,methyltransferase
229,Rv0225,mra:MRA_0233,A5TYV0,chromosome,NC_000962.3,268663,269817,+,886713,,NP_214739.1,384,hypothetical protein Rv0225
230,Rv0226c,mra:MRA_0234,A5TYV1,chromosome,NC_000962.3,269834,271564,-,886711,,NP_214740.1,576,transmembrane protein
231,Rv0227c,mra:MRA_0235,A5TYV2,chromosome,NC_000962.3,271574,272839,-,886710,,NP_214741.1,421,membrane protein
232,Rv0228,mra:MRA_0236,A5TYV3,chromosome,NC_000962.3,273055,274278,+,886708,,NP_214742.1,407,acyltransferase
233,Rv0229c,mra:MRA_0237,A5TYV4,chromosome,NC_000962.3,274306,274719,-,886724,,NP_214743.2,137,hypothetical protein Rv0229c
234,Rv0230c,mra:MRA_0238,A5TYV5,chromosome,NC_000962.3,274983,275963,-,886705,php,NP_214744.1,326,phosphotriesterase
235,Rv0231,mra:MRA_0239,A5TYV6,chromosome,NC_000962.3,276058,277764,+,886703,fadE4,NP_214745.1,568,acyl-CoA dehydrogenase FadE4
236,Rv0232,mra:MRA_0240,A5TYV7,chromosome,NC_000962.3,277899,278588,+,886701,,NP_214746.1,229,transcriptional regulator
237,Rv0233,mra:MRA_0241,A5TYV8,chromosome,NC_000962.3,278585,279529,+,886699,nrdB,NP_214747.1,314,ribonucleoside-diphosphate reductase subunit beta NrdB
238,Rv0234c,mra:MRA_0242,A5TYV9,chromosome,NC_000962.3,279605,281140,-,886732,gabD1,NP_216247.2,511,succinate-semialdehyde dehydrogenase
239,Rv0235c,mra:MRA_0243,A5TYW0,chromosome,NC_000962.3,281166,282614,-,886695,,NP_214749.1,482,transmembrane protein
240,Rv0236c,mra:MRA_0244,A5TYW1,chromosome,NC_000962.3,282649,286851,-,886707,aftD,NP_214750.1,1400,alpha-(1->3)-arabinofuranosyltransferase
241,Rv0236A,mra:MRA_0245,A5TYW2,chromosome,NC_000962.3,286898,287071,-,3205106,,YP_177619.1,57,hypothetical protein Rv0236A
242,Rv0237,mra:MRA_0246,A5TYW3,chromosome,NC_000962.3,287186,288352,+,886693,lpqI,YP_177702.1,388,lipoprotein LpqI
243,Rv0238,mra:MRA_0247,A5TYW4,chromosome,NC_000962.3,288428,289042,+,886691,,NP_214752.1,204,transcriptional regulator
244,Rv0239,mra:MRA_0248,A5TYW5,chromosome,NC_000962.3,289104,289337,+,886689,vapB24,NP_214753.1,77,antitoxin VapB24
245,Rv0240,mra:MRA_0249,A5TYW6,chromosome,NC_000962.3,289345,289782,+,886688,vapC24,NP_214754.1,145,ribonuclease VapC24
246,Rv0241c,mra:MRA_0250,A5TYW7,chromosome,NC_000962.3,289812,290654,-,886686,htdX,NP_214755.1,280,3-hydroxyacyl-thioester dehydratase HtdX
247,Rv0242c,mra:MRA_0251,A5TYW8,chromosome,NC_000962.3,290665,292029,-,886697,fabG4,NP_214756.1,454,3-oxoacyl-ACP reductase FabG
248,Rv0243,mra:MRA_0252,A5TYW9,chromosome,NC_000962.3,292171,293493,+,886682,fadA2,NP_214757.1,440,acetyl-CoA acetyltransferase FadA
249,Rv0244c,mra:MRA_0253,A5TYX0,chromosome,NC_000962.3,293798,295633,-,886698,fadE5,NP_214758.1,611,acyl-CoA dehydrogenase FadE5
250,Rv0245,mra:MRA_0254,A5TYX1,chromosome,NC_000962.3,296005,296493,+,886680,,NP_214759.1,162,oxidoreductase
251,Rv0246,mra:MRA_0255,A5TYX2,chromosome,NC_000962.3,296809,298119,+,886678,,NP_214760.1,436,integral membrane protein
252,Rv0247c,mra:MRA_0256,A5TYX3,chromosome,NC_000962.3,298116,298862,-,886677,,NP_214761.1,248,succinate dehydrogenase iron-sulfur subunit
253,Rv0248c,mra:MRA_0257,A5TYX4,chromosome,NC_000962.3,298863,300803,-,886675,,NP_214762.1,646,succinate dehydrogenase flavoprotein subunit
254,Rv0249c,mra:MRA_0258,A5TYX5,chromosome,NC_000962.3,300834,301655,-,886671,,NP_214763.1,273,succinate dehydrogenase membrane anchor subunit
255,Rv0250c,mra:MRA_0259,A5TYX6,chromosome,NC_000962.3,301735,302028,-,886669,,NP_214764.1,97,hypothetical protein Rv0250c
256,Rv0251c,mra:MRA_0260,A5TYX7,chromosome,NC_000962.3,302173,302652,-,886667,hsp,NP_214765.1,159,heat shock protein
257,Rv0252,mra:MRA_0261,A5TYX8,chromosome,NC_000962.3,302866,305427,+,886665,nirB,NP_214766.1,853,nitrite reductase large subunit NirB
258,Rv0253,mra:MRA_0262,A5TYX9,chromosome,NC_000962.3,305453,305809,+,886664,nirD,NP_214767.1,118,nitrite reductase small subunit NirD
259,Rv0254c,mra:MRA_0263,A5TYY0,chromosome,NC_000962.3,305825,306349,-,886661,cobU,NP_214768.1,174,bifunctional cobinamide kinase/cobinamide phosphate guanylyltransferase
260,Rv0255c,mra:MRA_0264,A5TYY1,chromosome,NC_000962.3,306374,307858,-,886673,cobQ1,YP_177703.1,494,cobyric acid synthase
261,Rv0256c,mra:MRA_0265,A5TYY2,chromosome,NC_000962.3,307877,309547,-,886684,PPE2,YP_177704.1,556,PPE family protein PPE2
262,Rv0257,mra:MRA_0265A,A5TYY3,chromosome,NC_000962.3,309699,310073,+,3205110,,YP_177620.1,124,hypothetical protein Rv0257
263,Rv0258c,mra:MRA_0266,A5TYY4,chromosome,NC_000962.3,310294,310749,-,886654,,NP_214772.1,151,hypothetical protein Rv0258c
264,Rv0259c,mra:MRA_0267,A5TYY5,chromosome,NC_000962.3,310774,311517,-,886657,,NP_214773.1,247,hypothetical protein Rv0259c
265,Rv0260c,mra:MRA_0268,A5TYY6,chromosome,NC_000962.3,311514,312659,-,886651,,NP_214774.1,381,transcriptional regulator
266,Rv0261c,mra:MRA_0269,A5TYY7,chromosome,NC_000962.3,312759,314168,-,886663,narK3,NP_214775.1,469,nitrate/nitrite transporter
267,Rv0262c,mra:MRA_0270,A5TYY8,chromosome,NC_000962.3,314309,314854,-,886648,aac,NP_214776.1,181,aminoglycoside 2\\'-N-acetyltransferase
268,Rv0263c,mra:MRA_0271,A5TYY9,chromosome,NC_000962.3,314864,315766,-,886659,,NP_214777.1,300,hypothetical protein Rv0263c
269,Rv0264c,mra:MRA_0272,A5TYZ0,chromosome,NC_000962.3,315783,316415,-,886646,,NP_214778.1,210,hypothetical protein Rv0264c
270,Rv0265c,mra:MRA_0273,A5TYZ1,chromosome,NC_000962.3,316511,317503,-,886650,,YP_177705.1,330,iron ABC transporter substrate-binding lipoprotein
271,Rv0266c,mra:MRA_0274,A5TYZ2,chromosome,NC_000962.3,317525,321154,-,886642,oplA,NP_214780.1,1209,5-oxoprolinase OplA
272,Rv0267,mra:MRA_0275,A5TYZ3,chromosome,NC_000962.3,321331,322722,+,886644,narU,NP_214781.1,463,nitrite extrusion protein NarU
273,Rv0268c,mra:MRA_0276,A5TYZ4,chromosome,NC_000962.3,322764,323273,-,886647,,NP_214782.1,169,hypothetical protein Rv0268c
274,Rv0269c,mra:MRA_0277,A5TYZ5,chromosome,NC_000962.3,323338,324531,-,886640,,NP_214783.1,397,hypothetical protein Rv0269c
275,Rv0270,mra:MRA_0278,A5TYZ6,chromosome,NC_000962.3,324567,326249,+,886637,fadD2,NP_214784.1,560,fatty-acid--CoA ligase FadD2
276,Rv0271c,mra:MRA_0279,A5TYZ7,chromosome,NC_000962.3,326266,328461,-,886641,fadE6,NP_214785.1,731,acyl-CoA dehydrogenase FadE6
277,Rv0272c,mra:MRA_0280,A5TYZ8,chromosome,NC_000962.3,328575,329708,-,886635,,NP_214786.1,377,hypothetical protein Rv0272c
278,Rv0273c,mra:MRA_0281,A5TYZ9,chromosome,NC_000962.3,329705,330325,-,886633,,NP_214787.1,206,transcriptional regulator
279,Rv0274,mra:MRA_0282,A5TZ00,chromosome,NC_000962.3,330422,331003,+,886631,,NP_214788.1,193,hypothetical protein Rv0274
280,Rv0275c,mra:MRA_0283,A5TZ01,chromosome,NC_000962.3,330933,331658,-,886629,,YP_177706.1,241,transcriptional regulator
281,Rv0276,mra:MRA_0284,A5TZ02,chromosome,NC_000962.3,331748,332668,+,886627,,NP_214790.1,306,hypothetical protein Rv0276
282,Rv0277c,mra:MRA_0285,A5TZ03,chromosome,NC_000962.3,332708,333136,-,886625,vapC25,NP_214791.1,142,ribonuclease VapC25
283,Rv0278c,mra:MRA_0287,A5TZ05,chromosome,NC_000962.3,333437,336310,-,886623,,YP_177707.1,957,PE-PGRS family protein PE_PGRS3
284,Rv0279c,mra:MRA_0288,A5TZ06,chromosome,NC_000962.3,336560,339073,-,886621,PE_PGRS4,YP_177708.1,837,PE-PGRS family protein PE_PGRS4
285,Rv0280,mra:MRA_0289,A5TZ07,chromosome,NC_000962.3,339364,340974,+,886619,PPE3,YP_177709.1,536,PPE family protein PPE3
286,Rv0281,mra:MRA_0290,A5TZ08,chromosome,NC_000962.3,340998,341906,+,886618,,NP_214795.1,302,S-adenosylmethionine-dependent methyltransferase
287,Rv0282,mra:MRA_0291,A5TZ09,chromosome,NC_000962.3,342130,344025,+,886613,eccA3,NP_214796.1,631,ESX-3 secretion system protein EccA
288,Rv0283,mra:MRA_0292,A5TZ10,chromosome,NC_000962.3,344022,345638,+,886645,eccB3,NP_214797.1,538,ESX-3 secretion system protein EccB3
289,Rv0284,mra:MRA_0293,A5TZ11,chromosome,NC_000962.3,345635,349627,+,886611,eccC3,NP_214798.1,1330,ESX-3 secretion system protein EccC3
290,Rv0285,mra:MRA_0294,A5TZ12,chromosome,NC_000962.3,349624,349932,+,886608,PE5,YP_177710.1,102,PE family protein PE5
291,Rv0286,mra:MRA_0295,A5TZ13,chromosome,NC_000962.3,349935,351476,+,886607,PPE4,YP_177711.1,513,PPE family protein PPE4
292,Rv0287,mra:MRA_0296,A5TZ14,chromosome,NC_000962.3,351525,351818,+,886604,esxG,NP_214801.1,97,ESAT-6 like protein EsxG
293,Rv0288,mra:MRA_0297,A5TZ15,chromosome,NC_000962.3,351848,352138,+,886603,esxH,NP_214802.1,96,ESAT-6-like protein EsxH
294,Rv0289,mra:MRA_0298,A5TZ16,chromosome,NC_000962.3,352149,353036,+,886602,espG3,NP_214803.1,295,ESX-3 secretion-associated protein EspG3
295,Rv0290,mra:MRA_0299,A5TZ17,chromosome,NC_000962.3,353083,354501,+,886599,eccD3,NP_214804.1,472,ESX-3 secretion system protein EccD
296,Rv0291,mra:MRA_0300,A5TZ18,chromosome,NC_000962.3,354498,355883,+,886615,mycP3,NP_214805.1,461,membrane-anchored mycosin MycP
297,Rv0292,mra:MRA_0301,A5TZ19,chromosome,NC_000962.3,355880,356875,+,886601,eccE3,NP_214806.1,331,ESX-3 secretion system protein EccE
298,Rv0293c,mra:MRA_0302,A5TZ20,chromosome,NC_000962.3,356862,358064,-,886594,,NP_214807.1,400,hypothetical protein Rv0293c
299,Rv0294,mra:MRA_0303,A5TZ21,chromosome,NC_000962.3,358171,358956,+,886593,tam,NP_214808.1,261,trans-aconitate methyltransferase
300,Rv0295c,mra:MRA_0304,A5TZ22,chromosome,NC_000962.3,358945,359748,-,886596,,NP_214809.1,267,hypothetical protein Rv0295c
301,Rv0296c,mra:MRA_0305,A5TZ23,chromosome,NC_000962.3,359758,361155,-,886600,,YP_177712.1,465,sulfatase
302,Rv0297,mra:MRA_0306,A5TZ24,chromosome,NC_000962.3,361334,363109,+,885981,PE_PGRS5,YP_177713.1,591,PE-PGRS family protein PE_PGRS5
303,Rv0298,mra:MRA_0307,A5TZ25,chromosome,NC_000962.3,363252,363479,+,886590,,NP_214812.1,75,antitoxin
304,Rv0299,mra:MRA_0308,A5TZ26,chromosome,NC_000962.3,363476,363778,+,886598,,NP_214813.1,100,toxin
305,Rv0300,mra:MRA_0309,A5TZ27,chromosome,NC_000962.3,363826,364047,+,886588,vapB2,NP_214814.1,73,antitoxin VapB2
306,Rv0301,mra:MRA_0310,A5TZ28,chromosome,NC_000962.3,364044,364469,+,886586,vapC2,NP_214815.1,141,ribonuclease VapC2
307,Rv0302,mra:MRA_0311,A5TZ29,chromosome,NC_000962.3,364605,365237,+,886584,,NP_214816.1,210,transcriptional regulator
308,Rv0303,mra:MRA_0312,A5TZ30,chromosome,NC_000962.3,365234,366142,+,886581,,NP_214817.1,302,dehydrogenase/reductase
309,Rv0304c,mra:MRA_0313,A5TZ31,chromosome,NC_000962.3,366150,372764,-,886592,PPE5,YP_177714.1,2204,PPE family protein PPE5
310,Rv0305c,mra:MRA_0314,A5TZ32,chromosome,NC_000962.3,372820,375711,-,885978,PPE6,YP_177715.1,963,PPE family protein PPE6
311,Rv0306,mra:MRA_0315,A5TZ33,chromosome,NC_000962.3,375914,376585,+,886577,,NP_214820.1,223,oxidoreductase
312,Rv0307c,mra:MRA_0316,A5TZ34,chromosome,NC_000962.3,376573,377055,-,886580,,NP_214821.1,160,hypothetical protein Rv0307c
313,Rv0308,mra:MRA_0317,A5TZ35,chromosome,NC_000962.3,377113,377829,+,886583,,NP_214822.1,238,integral membrane protein
314,Rv0309,mra:MRA_0318,A5TZ36,chromosome,NC_000962.3,377931,378587,+,886574,,NP_214823.1,218,hypothetical protein Rv0309
315,Rv0310c,mra:MRA_0319,A5TZ37,chromosome,NC_000962.3,378657,379148,-,886570,,NP_214824.1,163,hypothetical protein Rv0310c
316,Rv0311,mra:MRA_0320,A5TZ38,chromosome,NC_000962.3,379172,380401,+,886579,,NP_214825.1,409,hypothetical protein Rv0311
317,Rv0312,mra:MRA_0321,A5TZ39,chromosome,NC_000962.3,380556,382418,+,886566,,NP_214826.1,620,hypothetical protein Rv0312
318,Rv0313,mra:MRA_0322,A5TZ40,chromosome,NC_000962.3,382490,382876,+,886572,,NP_214827.1,128,hypothetical protein Rv0313
319,Rv0314c,mra:MRA_0323,A5TZ41,chromosome,NC_000962.3,382879,383541,-,886564,,NP_214828.1,220,membrane protein
"320,Rv0315,mra:MRA_0324,A5TZ42,chromosome,NC_000962.3,383602,384486,+,886563,,NP_214829.1,294,""beta-1,3-glucanase"""
321,Rv0316,mra:MRA_0325,A5TZ43,chromosome,NC_000962.3,384535,385149,+,886560,,NP_214830.1,204,muconolactone isomerase
322,Rv0317c,mra:MRA_0326,A5TZ44,chromosome,NC_000962.3,385173,385943,-,886559,glpQ2,NP_214831.1,256,glycerophosphoryl diester phosphodiesterase GlpQ
323,Rv0318c,mra:MRA_0327,A5TZ45,chromosome,NC_000962.3,386305,387099,-,886576,,YP_177716.1,264,integral membrane protein
324,Rv0319,mra:MRA_0328,A5TZ46,chromosome,NC_000962.3,387148,387816,+,886555,pcp,NP_214833.1,222,pyrrolidone-carboxylate peptidase
325,Rv0320,mra:MRA_0329,A5TZ47,chromosome,NC_000962.3,387888,388550,+,886553,,NP_214834.1,220,hypothetical protein Rv0320
326,Rv0321,mra:MRA_0330,A5TZ48,chromosome,NC_000962.3,388582,389154,+,886552,dcd,NP_214835.1,190,deoxycytidine triphosphate deaminase
327,Rv0322,mra:MRA_0331,A5TZ49,chromosome,NC_000962.3,389260,390591,+,886550,udgA,NP_214836.1,443,UDP-glucose 6-dehydrogenase UdgA
328,Rv0323c,mra:MRA_0332,A5TZ50,chromosome,NC_000962.3,390580,391251,-,886557,,NP_214837.1,223,hypothetical protein Rv0323c
329,Rv0324,mra:MRA_0333,A5TZ51,chromosome,NC_000962.3,391352,392032,+,886548,,NP_214838.1,226,transcriptional regulator
330,Rv0325,mra:MRA_0334,A5TZ52,chromosome,NC_000962.3,392039,392263,+,886546,,NP_214839.1,74,hypothetical protein Rv0325
331,Rv0326,mra:MRA_0335,A5TZ53,chromosome,NC_000962.3,392273,392728,+,886544,,NP_214840.1,151,hypothetical protein Rv0326
332,Rv0327c,mra:MRA_0336,A5TZ54,chromosome,NC_000962.3,392696,394045,-,886538,cyp135A1,NP_214841.1,449,cytochrome P450 Cyp135A1
333,Rv0328,mra:MRA_0337,A5TZ55,chromosome,NC_000962.3,394111,394713,+,886542,,NP_214842.1,200,transcriptional regulator
334,Rv0329c,mra:MRA_0338,A5TZ56,chromosome,NC_000962.3,394694,395320,-,886536,,NP_214843.1,208,hypothetical protein Rv0329c
335,Rv0330c,mra:MRA_0339,A5TZ57,chromosome,NC_000962.3,395347,396087,-,886540,,NP_214844.1,246,hypothetical protein Rv0330c
336,Rv0331,mra:MRA_0340,A5TZ58,chromosome,NC_000962.3,396201,397367,+,886534,,NP_214845.1,388,dehydrogenase/reductase
337,Rv0332,mra:MRA_0341,A5TZ59,chromosome,NC_000962.3,397442,398227,+,886532,,NP_214846.1,261,hypothetical protein Rv0332
338,Rv0333,mra:MRA_0342,A5TZ60,chromosome,NC_000962.3,398254,398628,+,886528,,NP_214847.1,124,hypothetical protein Rv0333
339,Rv0334,mra:MRA_0343,A5TZ61,chromosome,NC_000962.3,398658,399524,+,886568,rmlA,NP_214848.1,288,glucose-1-phosphate thymidylyltransferase
340,Rv0335c,mra:MRA_0344,A5TZ62,chromosome,NC_000962.3,399535,400050,-,886527,PE6,YP_177717.1,171,PE family protein PE6
341,Rv0336,mra:MRA_0345,A5TZ63,chromosome,NC_000962.3,400192,401703,+,886524,,NP_214850.1,503,hypothetical protein Rv0336
342,Rv0337c,mra:MRA_0346,A5TZ64,chromosome,NC_000962.3,401873,403162,-,886522,aspC,NP_214851.1,429,aspartate aminotransferase
343,Rv0338c,mra:MRA_0347,A5TZ65,chromosome,NC_000962.3,403193,405841,-,886520,,NP_214852.1,882,iron-sulfur-binding reductase
344,Rv0339c,mra:MRA_0348,A5TZ66,chromosome,NC_000962.3,405950,408448,-,886516,,NP_214853.1,832,transcriptional regulator
345,Rv0340,mra:MRA_0349,A5TZ67,chromosome,NC_000962.3,408634,409173,+,886514,,NP_214854.1,179,hypothetical protein Rv0340
346,Rv0341,mra:MRA_0350,A5TZ68,chromosome,NC_000962.3,409362,410801,+,886518,iniB,NP_214855.1,479,isoniazid inducible protein IniB
347,Rv0342,mra:MRA_0351,A5TZ69,chromosome,NC_000962.3,410838,412760,+,886510,iniA,NP_214856.1,640,isoniazid inductible protein IniA
348,Rv0343,mra:MRA_0352,A5TZ70,chromosome,NC_000962.3,412757,414238,+,886508,iniC,NP_214857.1,493,iIsoniazid inductible protein IniC
349,Rv0344c,mra:MRA_0353,A5TZ71,chromosome,NC_000962.3,414381,414941,-,886512,lpqJ,NP_214858.1,186,lipoprotein LpqJ
350,Rv0345,mra:MRA_0354,A5TZ72,chromosome,NC_000962.3,415050,415460,+,886505,,NP_214859.1,136,hypothetical protein Rv0345
351,Rv0346c,mra:MRA_0355,A5TZ73,chromosome,NC_000962.3,415502,416965,-,886530,ansP2,YP_177718.1,487,L-asparagine permease
352,Rv0347,mra:MRA_0356,A5TZ74,chromosome,NC_000962.3,417304,418290,+,886501,,NP_214861.1,328,membrane protein
353,Rv0348,mra:MRA_0357,A5TZ75,chromosome,NC_000962.3,418293,418946,+,886500,,NP_214862.1,217,transcriptional regulator
354,Rv0349,mra:MRA_0358,A5TZ76,chromosome,NC_000962.3,418949,419608,+,886506,,NP_214863.1,219,hypothetical protein Rv0349
355,Rv0350,mra:MRA_0359,A5TZ77,chromosome,NC_000962.3,419835,421712,+,885946,dnaK,NP_214864.1,625,chaperone protein DnaK
356,Rv0351,mra:MRA_0360,A5TZ78,chromosome,NC_000962.3,421709,422416,+,886497,grpE,NP_214865.1,235,stress response protein GrpE
357,Rv0352,mra:MRA_0361,A5TZ79,chromosome,NC_000962.3,422452,423639,+,886495,dnaJ1,YP_177719.1,395,chaperone protein DnaJ
358,Rv0353,mra:MRA_0362,A5TZ80,chromosome,NC_000962.3,423639,424019,+,885929,hspR,NP_214867.1,126,heat shock protein transcriptional repressor HspR
359,Rv0354c,mra:MRA_0363,A5TZ81,chromosome,NC_000962.3,424269,424694,-,886498,PPE7,YP_177720.1,141,PPE family protein PPE7
